337;государственное автономное учреждение здравоохранения Кемеровской области «Кемеровская областная клиническая больница имени С.В. Беляева»
339;Государственное учреждение здравоохранения Дружносельская психиатрическая больница
343;Негосударственное учреждение здравоохранения «Дорожная клиническая больница на станции Хабаровск-1 открытого акционерного общества «Российские железные дороги»
345;Государственное бюджетное учреждение здравоохранения «Клиническая больница № 4»
346;Муниципальное учреждение здравоохранения «Городская клиническая больница № 3»
349;Муниципальное учреждение здравоохранения «Городская клиническая больница № 11»
351;Общество с ограниченной ответственностью «Медицинский центр диагностики и профилактики плюс»
352;Оздоровительное учреждение «Лечебно диагностический центр Международного института биологических систем» (ОУ «ЛДЦ МИБС»)
353;государственное бюджетное образовательное учреждение высшего профессионального образования «Санкт-Петербургский государственный педиатрический медицинский университет» Министерства здравоохранения Российской Федерации
354;федеральное государственное бюджетное образовательное учреждение высшего  образования «Южно-Уральский государственный медицинский университет» Министерства здравоохранения Российской Федерации
355;федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный медицинский университет» Министерства здравоохранения Российской Федерации
358;Федеральное государственное бюджетное учреждение здравоохранения «Сибирский окружной медицинский центр Федерального медико-биологического агентства»
361;Федеральное государственное учреждение «Нижегородский научно-исследовательский кожно-венерологический институт» Министерства здравоохранения и социального развития Российской Федерации
362;федеральное государственное бюджетное учреждение «Национальный медицинский исследовательский центр онкологии имени Н.Н. Петрова» Министерства здравоохранения Российской Федерации
363;Федеральное государственное бюджетное учреждение «Федеральное бюро медико-социальной экспертизы» Министерства труда и социальной защиты Российской Федерации
364;Федеральное казенное учреждение здравоохранения «Медико-санитарная часть Министерства внутренних дел Российской Федерации по г. Москве»
365;федеральное казенное учреждение «Республиканская клиническая инфекционная больница» Министерства здравоохранения Российской Федерации
366;Учреждение Российской академии наук Центральная клиническая больница Сибирского отделения РАН
367;Федеральное государственное бюджетное научное учреждение «Научно-исследовательский институт глазных болезней»
369;Государственное учреждение Республики Коми «Клинический кардиологический диспансер»
370;Государственное бюджетное учреждение здравоохранения Ставропольского края «Ставропольский краевой клинический онкологический диспансер»
372;государственное бюджетное учреждение здравоохранения Ставропольского края «Краевая специализированная психиатрическая больница № 2»
373;Краевое государственное бюджетное учреждение здравоохранения «Краевая клиническая больница»
374;Государственное бюджетное учреждение здравоохранения «Самарский областной клинический онкологический диспансер»
375;"Областное государственное бюджетное учреждение здравоохранения ""Белгородский онкологический диспансер"""
377;государственное учреждение здравоохранения «Саратовский областной центр профилактики и борьбы со СПИД»
378;бюджетное учреждение здравоохранения Орловской области «Орловский онкологический диспансер»
379;Государственное бюджетное учреждение Рязанской области «Областной клинический кожно-венерологический диспансер»
381;Государственное учреждение здравоохранения «Областная клиническая больница»
382;государственное бюджетное учреждение здравоохранения Архангельской области «Архангельская областная детская клиническая больница имени                     П.Г.  Выжлецова»
383;Государственное бюджетное учреждение здравоохранения Ярославской области «Областная клиническая онкологическая больница»
384;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Психоневрологический диспансер № 5»
388;"Санкт-Петербургское государственное учреждение здравоохранения Городская больница №28 ""Максимилиановская"""
389;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Кожно-венерологический диспансер № 10 - Клиника дерматологии и венерологии»
390;"Санкт-Петербургское государственное бюджетное учреждение здравоохранения ""Городская больница №38 им. Н.А. Семашко"""
391;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Детская городская больница № 22»
392;Государственное бюджетное учреждение здравоохранения города Москвы Городская клиническая больница № 53 Департамента здравоохранения города Москвы
394;"Негосударственное учреждение здравоохранения ""Центральная клиническая больница №6 открытого акционерного общества ""Российские железные дороги"""
402;бюджетное учреждение здравоохранения Воронежской области «Воронежская городская клиническая больница скорой медицинской помощи № 1»
403;Государственное бюджетное учреждение здравоохранения Нижегородской области «Городская больница № 28 Московского района г. Нижнего Новгорода»
405;"Муниципальное автономное учреждение здравоохранения ""Городская клиническая больница № 40"""
406;бюджетное учреждение здравоохранения Омской области «Городская больница № 2» »)
407;Муниципальное бюджетное учреждение здравоохранения «Городская клиническая поликлиника № 5»
408;"Общество с ограниченной ответственностью ""МедЭлитКонсалтинг"""
409;"Общество с ограниченной ответственностью ""Мединет"""
410;"Общество с ограниченной ответственностью ""Практическая медицина"""
412;Общество с ограниченной ответственностью «Герпетический центр»
413;федеральное государственное бюджетное образовательное учреждение высшего образования «Оренбургский государственный медицинский университет» Министерства здравоохранения Российской Федерации
415;Федеральное государственное бюджетное учреждение «Федеральный научно-клинический центр спортивной медицины и реабилитации Федерального медико-биологического агентства»
416;Федеральное государственное бюджетное учреждение «Детский научно-клинический центр инфекционных болезней Федерального медико-биологического агентства»
417;Федеральное государственное бюджетное научное учреждение «Научно-исследовательский институт физиологии и фундаментальной медицины»
419;Государственное бюджетное учреждение здравоохранения  «Приморский краевой онкологический диспансер »
420;"Государственное учреждение здравоохранения ""Липецкий областной Центр по профилактике и борьбе со СПИД и инфекционными заболеваниями""(ГУЗ ""ЛОЦПБС и ИЗ"")"
421;Государственное бюджетное учреждение здравоохранения Нижегородской области «Инфекционная клиническая больница № 2 г. Нижнего Новгорода»
422;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская многопрофильная больница № 2»
423;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 40 Департамента здравоохранения города Москвы»
424;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 31 Департамента здравоохранения города Москвы»
425;Государственное бюджетное учреждение здравоохранения города Москвы «Эндокринологический диспансер Департамента здравоохранения города Москвы»
426;"Санкт-Петербургское государственное бюджетное учреждение здравоохранения ""Городская Мариинская больница"""
427;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская поликлиника № 17»
429;Государственное автономное учреждение здравоохранения Пермского края «Городская клиническая больница № 4»
430;государственное учреждение здравоохранения «Городская клиническая больница скорой медицинской помощи № 25»
431;Муниципальное учреждение здравоохранения «Городской кожно-венерологический диспансер»
435;Общество с ограниченной ответственностью «ЛЕЧЕБНО-РЕАБИЛИТАЦИОННЫЙ НАУЧНЫЙ ЦЕНТР «ФЕНИКС»
436;Общество с ограниченной ответственностью Городской неврологический центр «Сибнейромед»
437;Общество с ограниченной ответственностью «Лечебно-диагностический центр Международного института биологических систем-Барнаул»
438;Акционерное общество «Поликлинический комплекс»
439;Общество с ограниченной ответственностью «АСКО-МЕД-ПЛЮС»
440;федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский Мордовский  государственный университет им. Н.П. Огарёва»
441;Федеральное бюджетное учреждение науки «Северо-Западный научный центр гигиены и общественного здоровья»
443;Федеральное государственное бюджетное учреждение «Клиническая больница» Управления делами Президента Российской Федерации
444;Федеральное государственное бюджетное научное учреждение «Научно-исследовательский институт вакцин и сывороток им. И.И. Мечникова»
447;бюджетное учреждение здравоохранения Удмуртской Республики «Республиканский клинико-диагностический центр Министерства здравоохранения Удмуртской Республики»
448;государственное бюджетное учреждение здравоохранения «Онкологический            диспансер № 2» министерства здравоохранения Краснодарского края
449;Краевое государственное бюджетное учреждение здравоохранения «Красноярский краевой клинический онкологический диспансер имени А.И. Крыжановского»
451;Государственное автономное учреждение здравоохранения Пермского края «Пермский краевой госпиталь для ветеранов войн»
452;государственное бюджетное учреждение здравоохранения «Специализированная клиническая психиатрическая больница № 1» министерства здравоохранения Краснодарского края
453;Государственное бюджетное учреждение здравоохранения «Клинический кожно-венерологический диспансер» министерства здравоохранения Краснодарского края
458;"Государственное бюджетное учреждение здравоохранения Нижегородской области ""Городская клиническая больница №3""(Нижегородский гериатрический центр)"
459;Областное государственное бюджетное учреждение здравоохранения «Смоленский областной онкологический клинический диспансер»
463;Государственное учреждение здравоохранения города Москвы Инфекционная клиническая больница №3 Департамента здравоохранения города Москвы
465;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.М. Буянова Департамента здравоохранения города Москвы»
466;государственное автономное учреждение здравоохранения              Свердловской области «Областная детская клиническая больница»
467;Санкт-Петербургское государственное учреждение здравоохранения «Психоневрологический диспансер № 2»
468;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Николаевская больница»
469;Санкт-Петербургское государственное бюджетное  учреждение здравоохранения «Детская городская поликлиника № 35»
470;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Кожно-венерологический диспансер № 8»
472;Негосударственное учреждение здравоохранения «Дорожная клиническая больница на станции Ростов-Главный открытого акционерного общества «Российские железные дороги»
473;Негосударственное учреждение здравоохранения «Дорожная клиническая больница на станции Челябинск открытого акционерного общества «Российские железные дороги»
474;частное учреждение здравоохранения «Клиническая больница                       «РЖД-Медицина» города Саратов»
475;государственное учреждение здравоохранения «Саратовская городская клиническая больница № 9»
476;государственное бюджетное учреждение здравоохранения Новосибирской области «Городская клиническая больница № 19»
477;Муниципальное бюджетное учреждение «Центральная городская больница № 7»
478;Муниципальное бюджетное учреждение здравоохранения города Сочи «Городская больница № 2»
479;Муниципальное учреждение здравоохранения «Городская клиническая больница №1 г. Владивостока»
481;Некоммерческое партнерство «ЭГИДА»
482;Общество с ограниченной ответственностью «Медицинский центр «ПРАЙМ РОУЗ»
484;федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский государственный медицинский университет имени академика Е.А. Вагнера» Министерства здравоохранения Российской Федерации
485;федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный медицинский университет» Министерства здравоохранения Российской Федерации
486;федеральное государственное бюджетное образовательное учреждение высшего образования «Волгоградский государственный медицинский университет» Министерства здравоохранения Российской Федерации
487;федеральное государственное бюджетное учреждение «Национальный медицинский исследовательский центр глазных болезней имени Гельмгольца» Министерства здравоохранения Российской Федерации
489;федеральное государственное бюджетное учреждение «Ивановский научно-исследовательский институт материнства и детства имени В.Н. Городкова» Министерства здравоохранения Российской Федерации
491;федеральное государственное автономное учреждение «Межотраслевой                     научно-технический комплекс «Микрохирургия глаза» имени академика С.Н. Федорова» Министерства здравоохранения Российской Федерации
498;бюджетное учреждение Чувашской Республики «Республиканский эндокринологический диспансер» Министерства здравоохранения Чувашской Республики
500;Государственное автономное учреждение здравоохранения Республики Коми «Консультативно-диагностический центр»
501;Государственное бюджетное учреждение здравоохранения Республики Мордовия «Республиканский психоневрологический диспансер»
505;государственное бюджетное учреждение здравоохранения Московской области «Центральная клиническая психиатрическая больница»
506;государственное бюджетное учреждение здравоохранения Московской области «Московский областной научно-исследовательский институт акушерства и гинекологии»
507;Государственное бюджетное учреждение здравоохранения Тверской области «Областная клиническая больница»
508;Государственное бюджетное учреждение здравоохранения «Областной онкологический диспансер № 2»
509;Государственное учреждение здравоохранения «Пензенский областной центр специализированных видов медицинской помощи»
510;государственное бюджетное учреждение здравоохранения «Волгоградский областной Центр по профилактике и борьбе со СПИД и инфекционными заболеваниями», Волгоград
511;Кировское областное государственное бюджетное учреждение здравоохранения «Кировский областной эндокринологический диспансер»
512;Кировское областное государственное бюджетное учреждение здравоохранения «Кировская областная клиническая больница»
513;Государственное бюджетное учреждение здравоохранения Архангельской области «Архангельская клиническая психиатрическая больница»
515;Государственное бюджетное учреждение здравоохранения «Областная             клиническая специализированная психоневрологическая больница № 1»
516;Областное государственное учреждение здравоохранения «Курский клинический психоневрологический диспансер» комитета здравоохранения Курской области
517;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер"""
519;Государственное учреждение здравоохранения Ульяновская областная клиническая больница
520;Областное государственное автономное учреждение здравоохранения «Томский областной онкологический диспансер»
521;государственное бюджетное учреждение здравоохранения Иркутская ордена              «Знак Почета» областная клиническая больница
522;государственное бюджетное учреждение здравоохранения «Областной онкологический диспансер»
523;Государственное бюджетное учреждение Ростовской области «Кожно-венерологический диспансер»
524;Государственное бюджетное учреждение здравоохранения «Челябинский областной клинический кожно-венерологический диспансер»
525;Санкт-Петербургское государственное учреждение здравоохранения «Городская больница № 8»
526;Санкт-Петербургское государственное учреждение здравоохранения «Городская поликлиника № 86»
527;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская поликлиника № 51»
531;Государственное учреждение здравоохранения города Москвы Психоневрологический диспансер № 4 Управления здравоохранения Северного административного округа города Москвы
532;ГУЗ Городская клиническая урологическая больница № 47 Департамента здравоохранения города Москвы
534;Государственное бюджетное учреждение здравоохранения города Москвы «Московский городской научно-практический центр борьбы с туберкулезом Департамента здравоохранения города Москвы»
536;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 52 Департамента здравоохранения города Москвы»
538;Негосударственное учреждение здравоохранения «Центральная больница № 4 открытого акционерного общества «Российские железные дороги»
540;"негосударственное учреждение здравоохранения ""Дорожная клиническая больница на станции Красноярск ОАО ""РЖД"""
541;Негосударственное учреждение здравоохранения «Дорожная больница на станции Свердловск-Пассажирский открытого акционерного общества «Российские железные дороги»
543;Негосударственное учреждение здравоохранения «Дорожная больница на станции Иркутск-Пассажирский открытого акционерного общества «Российские железные дороги»
544;Частное учреждение здравоохранения «Клиническая больница «РЖД-Медицина» города Смоленск»
547;бюджетное учреждение здравоохранения Омской области «Клиническая медико-санитарная часть № 9»
548;Государственное бюджетное учреждение здравоохранения Нижегородской области «Городская клиническая больница № 13 Автозаводского района г. Нижнего Новгорода»
550;Муниципальное учреждение здравоохранения «Мурманская городская клиническая больница скорой медицинской помощи»
551;Государственное бюджетное учреждение здравоохранения Нижегородской области «Городская клиническая больница № 10 Канавинского района                  г. Нижнего Новгорода»
552;государственное учреждение здравоохранения «Саратовская городская клиническая больница № 2 им. В.И. Разумовского»
553;Государственное бюджетное учреждение здравоохранения Пермского               края «Городская клиническая больница № 2 имени Федора Христофоровича Граля»
554;"Муниципальное учреждение здравоохранения ""Медико-санитарная часть №6"""
555;Автономная некоммерческая организация «Центр новых медицинских технологий в Академгородке»
557;Общество с ограниченной ответственностью «АВА-ПЕТЕР»
558;"ООО ""ГБ№41 - Семейная медицина"""
559;федеральное государственное бюджетное образовательное учреждение высшего образования «Ярославский государственный медицинский университет» Министерства здравоохранения Российской Федерации
561;Федеральное государственное бюджетное научное учреждение «Научно-исследовательский институт ревматологии имени В.А. Насоновой»
562;федеральное государственное бюджетное учреждение «Национальный медицинский исследовательский центр хирургии имени А.В. Вишневского» Министерства здравоохранения Российской Федерации
565;Федеральное государственное бюджетное учреждение науки «Кировский научно-исследовательский институт гематологии и переливания крови Федерального медико-биологического агентства»
567;Федеральное государственное бюджетное учреждение здравоохранения                  «Медико-санитарная часть № 163 Федерального медико-биологического агентства»
568;Государственное бюджетное учреждение здравоохранения Республиканский клинический онкологический диспансер Министерства здравоохранения Республики Башкортостан
570;"Государственное учреждение здравоохранения Тульской области ""Тульская областная клиническая больница"""
571;государственное бюджетное учреждение здравоохранения Ярославской области «Ярославский областной клинический госпиталь ветеранов войн-международный центр по проблемам пожилых людей «Здоровое долголетие»
572;"государственное бюджетное учреждение Ростовской области ""Ростовская областная клиническая больница"""
574;бюджетное учреждение здравоохранения Воронежской области «Воронежская областная клиническая инфекционная больница»
575;Государственное бюджетное учреждение здравоохранения «Ленинградский областной наркологический диспансер им. А.Я. Гриненко»
578;Государственное областное бюджетное учреждение здравоохранения «Мурманский областной наркологический диспансер» )
581;Государственное  учреждение здравоохранения города Москвы «Городское учреждение здравоохранения Медико-санитарная часть № 60 Управления здравоохранения Северо-Западного административного округа города Москвы»
582;Государственное учреждение здравоохранения города Москвы Городская поликлиника №193 Управления здравоохранения Северного административного округа
583;Государственное  учреждение здравоохранения города Москвы Городская клиническая больница № 6 Департамента здравоохранения города Москвы
584;Государственное учреждение здравоохранения города Москвы Клинико-диагностический центр № 4 Управления здравоохранения Западного административного округа города Москвы
585;Государственное унитарное предприятие города Москвы «Медицинский центр Управления делами Мэра и Правительства Москвы»
586;Санкт-Петербургское государственное учреждение здравоохранения Клиническая больница Святителя Луки
588;государственное бюджетное учреждение здравоохранения Ставропольского края «Городская клиническая больница» города Пятигорска
589;Муниципальное автономное учреждение здравоохранения «Центральная городская больница № 3» города Екатеринбурга
592;государственное автономное учреждение здравоохранения «Энгельсская городская больница № 2»
593;Муниципальное бюджетное учреждение здравоохранения города Сочи «Городская больница № 4»
595;Муниципальное учреждение здравоохранения «Городская поликлиника № 3» комитета здравоохранения администрации муниципального образования «Город Саратов»
596;"ООО ""Альба Мед"""
597;"Общество с ограниченной ответственностью ""Медицинский центр""Гепар"""
598;Общество с ограниченной ответственностью «Инфекционный центр»
599;федеральное государственное бюджетное образовательное учреждение высшего образования «Кемеровский государственный медицинский университет» Министерства здравоохранения Российской Федерации
600;Федеральное бюджетное учреждение науки «Московский научно-исследовательский институт эпидемиологии и микробиологии им. Г.Н. Габричевского» Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека
602;Федеральное государственное бюджетное учреждение «Научно-исследовательский институт гриппа имени А.А. Смородинцева» Министерства здравоохранения Российской Федерации
603;Федеральное государственное бюджетное учреждение «1137 военный госпиталь войск радиационной, химической и биологической защиты Министерства обороны Российской Федерации»
604;Федеральное государственное бюджетное научное учреждение «Дальневосточный научный центр физиологии и патологии дыхания»
607;Государственное учреждение здравоохранения «Ленинградский областной кардиологический диспансер»
608;Государственное бюджетное учреждение здравоохранения «Ленинградский областной клинический онкологический диспансер»
610;государственное областное бюджетное учреждение здравоохранения «Областной клинический онкологический диспансер»
612;государственное бюджетное учреждение здравоохранения «Оренбургская областная клиническая психиатрическая больница № 2»
613;государственное бюджетное учреждение здравоохранения «Областная клиническая больница Калининградской области»
614;Государственное бюджетное учреждение здравоохранения Ярославской области «Ярославская областная клиническая наркологическая больница»
615;"Государственное учреждение здравоохранения ""Липецкий областной кожно-венерологический диспансер"""
616;Государственное автономное учреждение Калужской области «Калужский областной центр по профилактике и борьбе со СПИД и инфекционными заболеваниями»
617;Государственное учреждение Самарский межведомственный научно-исследовательский институт «Неионизирующие излучения в медицине»
622;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская поликлиника № 112»
623;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская поликлиника № 106»
