МКУ «Управление капитального строительства»;2370003507;Руководитель Лях Денис Валентинович;353560, Краснодарский край, г.Славянск-на-Кубани, ул. Юных Коммунаров, д.70;;slavupravstroi@mail.ru;(86146) 43544
ООО «ВКБ-Инжиниринг»;2310164299;Генеральный директор Дорогань Наталья Михайловна;350000, Краснодарский край, г.Краснодар, ул. ул. Орджоникидзе, дом 46, литер Б, офис 702;www.vkb-engineering.com;info@vkb-eng.com;(861) 2020176
ООО «СМГ «КРЕЧЕТ»;2304065081;Генеральный директор Соколова Марина Леонидовна;"353475, Краснодарский край, г.Геленджик, мкр.Парус, д.19""а"", литер А, помещения 4-7";www.smgkrechet.ru;mail@smgkrechet.ru;(86141) 59120
ООО «Спецстрой-Инжиниринг»;2365022832;Генеральный директор Шарун Александр Алексеевич;352800, Краснодарский край, г.Туапсе, ул. Набережная, 14;;"specstroi2008@mail.ru; specstroi@mail.ru";(86167) 24354, 24457
ООО ТЕГА «ИнжГаз»;2330039465;Директор Кондратенко Евгения Владимировна;353206, Краснодарский край, Динской район, ст.Пластуновская, Кирова, 49а;tega-injgaz.ucoz.ru;tega_injgaz@mail.ru;(86162) 62197
ООО «ФИЛТРОКС»;2310179841;Коммерческий директор Горский Сергей Юрьевич;350059, Краснодарский край, г.Краснодар, 1-й Тихорецкий проезд, д. 15, пом. 1;www.filtroxrus.ru;filtroxrus@mail.ru, info@filtroxrus.ru;(861) 2906955
МКУ «УКСиЕЗ»;2372011292;Директор Песоцкая Ольга Георгиевна;352909, Краснодарский край, г.Армавир, ул. Розы Люксембург, 233;;armoks@mail.ru;(86137) 32749
ООО «СТРОЙМОНТАЖ-29»;2320218095;Директор Корнелюк   Юрий Петрович;354000, Краснодарский край, г.Сочи, ул. Воровского, д.41, помещение 1,2;;"str-29@mail.ru; snegu@mail.ru";(862) 2645105
ООО «КУБАНСКИЙ МОСТОВИК»;2372008081;Директор Зацепин Александр Павлович;352468, Краснодарский край, Успенский район, х.Подковский;;yurist@risna.ru;8-968-277-21-84
ООО «КПС»;2310112974;Генеральный директор Хуажев Руслан Ильясович;350911, Краснодарский край, г.Краснодар, ул.Трамвайная, 21;www.stroikps.ru;stroi_kps@mail.ru;(861) 2342063, 2342063
МКУ «Единая служба заказчика»;2309071138;Директор Чувашин Иван Андреевич;350020, Краснодарский край, г.Краснодар, ул.Северная, 279;;mku-sz@rambler.ru;(861) 2010900
ООО «Электросеть»;2361009870;Директор Славский Станислав Романович;353680, Краснодарский край, г.Ейск, ул.Московская, 273/5, 7;;El-seti@list.ru;(86132) 25258
ООО  «СУ-4 «ЮСИ Кубань»;2311174780;Директор Павлов Алексей Алексеевич;350901, Краснодарский край, г.Краснодар, Восточно-Кругликовская, 26;www.usi23.ru;mail@usi23.ru;(861) 2752001
ООО «СУ-5 «ЮСИ Кубань»;2311176106;Директор Павлов Алексей Алексеевич;350901, Краснодарский край, г.Краснодар, ул. Восточно-Кругликовская, 26;www.usi23.ru;mail@usi23.ru;(861) 2752001
ООО «КРК-Строй»;2312226945;Директор Шадже Казбек Шумафович;350018, Краснодарский край, г.Краснодар, ул. Новороссийская, 238/1, пом. 78;;krk_stroy@mail.ru;(918) 045-00-54
ООО «ОТЭКО - Терминал»;2352039660;Генеральный директор Пестряков Владимир Михайлович;353535, Краснодарский край, Темрюкский р-он, п.Волна, ул.Таманская, д.8.;;otekoterminal@otekoterminal.ru;(86148) 60953
ООО «РМС-Энергосервис»;2312239790;Генеральный директор Каешкин Александр Николаевич;350018, Краснодарский край, г.Краснодар, ул.Сормовская, д. 10/4;;rmc-energoservice@bk.ru;(861) 279-02-31, 8-918-474-49-26
ООО «ДелоПортс»;7706420120;Генеральный директор Яковенко Игорь Александрович;353902, Краснодарский край, г.Новороссийск, ул.Сухумское шоссе, д.21, 3 этаж, помещение 14;www.deloports.ru;panchenko@deloports.ru, kuryshko@deloports.ru, peretokin@deloports.ru;(8617) 300-821
ООО СК «ЮЭС»;2315136859;Директор Найденов Игорь Вадимович;353909, Краснодарский край, г. Новороссийск, ул. Мефодиевская, д. 120, кв. 33;;trud-mai@yandex.ru;(918) 4701276
ООО «ИНЖТЭКСТРОЙ»;2308237937;Генеральный директор Мархиев Руслан Курейшевич;350051, Краснодарский край, г. Краснодар, ул.Дзержинского, д.38/1, оф. 302;;"kmus2-epc@mail.ru; pukanov.d@yandex.ru";(861) 2243598
ООО «КУБАНЬРЕГИОНСТРОЙ»;2309079659;Генеральный директор Лактионов Александр Иванович;350004, Краснодарский край, г. Краснодар, ул. Герцена, 2/1;;kubregstroy@mail.ru;(861) 2200290
ООО «Монолитстрой»;2315099364;Директор Духно Юрий Валерьевич;353925, Краснодарский край, г. Новороссийск, ул. Пионерская, д. 23, офис 7;;Vibor-Si@mail.ru;(8617) 777330
ООО «Спецмонолит»;2315099357;Директор Хвастунов Андрей Алексеевич;353925, Краснодарский край, г. Новороссийск, ул. Пионерская, д. 23, офис 7;;Vibor-Si@mail.ru;(8617) 777330
ООО «ЮГТРАНССТРОЙ»;2320227678;Генеральный директор Филилеев Иван Владимирович;354008, Краснодарский край, г-к.Сочи, ул.Виноградная, д.20А;sk-uts.com;filileev_vano@mail.ru, botna@list.ru;(862) 2965113
ООО  «Строймонтаж-14»;2319023140;Генеральный директор Скворцова Алла Николаевна;354000, Краснодарский край, г. Сочи, ул.Тоннельная, д.29 литер А ,помещение №14;SM-14.ru;ooosm14@mail.ru;(862) 2682310, 2682499
ООО «Техно-Мир»;2319038531;Директор Дронов  Алексей  Вячеславович;354057, Краснодарский край, г.Сочи, ул.Туапсинская, д.9/2, офис 3;;615300@mail.ru;(862) 2615300
"ООО ""СМП ""ЮТМ""";2320153472;Директор Пуручиди Дмитрий Иванович;354000,Краснодарский край, г.Сочи, ул.Кубанская, д.12б, оф.2;www.smp-utm.ru;office@smp-utm.ru;(862) 2625808
ООО «Компания  Вектор»;2309123820;Директор Киселев Алексей Александрович;350001, Краснодарский край, г. Краснодар, ул. Вишняковой, д.3, корп. 5;;info@yuks.ru;(861) 2030170
ООО ПСФ «ГРАНИТРЕМСТРОЙ»;2628034492;Генеральный директор Салов Константин Дмитриевич;350901, РОССИЯ, Краснодарский край, г. Краснодар, ул. Российская, д.20, пом. 5;;ikodomos.ooo@mail.ru;(929) 8302780
ООО «ЕвроСтройРеставрация»;7017161432;Директор Долгов Алексей Сергеевич;350063, Краснодарский край, г. Краснодар, ул. Кубанская Набережная, д. 7;www.esr72.ru;evr-tobolsk@yandex.ru;(861) 2015070, 2015071
ООО «Фиолент»;2315158443;Генеральный директор Басков Константин Сергеевич;353490, Краснодарский край, г.Геленджик, с.Дивноморское, ул.Короленко, д.6, кв.56;www.fiolent-stroi.ru;fiolent_stroi@mail.ru;(8617) 214614
ООО «СТРОЙИНВЕСТ»;2320240809;Директор Ботнарь Наталья Леонидовна;354008, РОССИЯ, Краснодарский край, г.Сочи, ул.Виноградная, д.20А, оф.112;;botna@list.ru, filileev_vano@mail.ru;8-988-752-91-11
ООО «КСМУ-9»;2308101044;Директор Фоменко Елена Алексеевна;350020, Краснодарский край, г.Краснодар, ул. Дзержинского, д 8/1, офис 10;;yugmagri@mail.ru;(861) 2244210, 2244218
ООО «Строительное управление-8 «ЮгСтройИнвест Кубань»;2311227304;Генеральный директор Иванов Юрий Иванович;350095, Краснодарский край, г. Краснодар, ул. Восточно-Кругликовская, 26;www.usi23.ru;mail@usi23.ru;(861) 2752001
ООО СМК «Гранит»;2302062230;Директор Кириленко Сергей Михайлович;352905, Краснодарский край, г.Армавир, ул. Советской Армии, 208, в;;smkgranit@mail.ru;(86137) 72952
ООО «ТРС»;2312143223;Генеральный директор Еремеев Роман Викторович;352630, Краснодарский край, г. Белореченск, ул. Ленина, 86, Л;;info@bazis-ltd.ru;(86155) 38285
ЗАО «АМУС»;2302008401;Директор Митякин Александр Анатольевич;352922, Краснодарский край, г.Армавир, ул.Кропоткина, 1;www.amus.com.ru;zao.amus@mail.ru;(86137) 53396, 53139
ООО «Промстрой»;2302042875;Генеральный директор Котелевский Геннадий Григорьевич;352900, Краснодарский край, г.Армавир, ул.Воровского, 56, 1;;promstroi62@mail.ru;(86137) 29502
ООО «СтройИнвест»;2328040008;Директор Черноусов Виталий Алексеевич;353100, Краснодарский край, ст. Выселки, ул. Степная, д. 9;;stroiinwest2013@yandex.ru;(86157) 78072
ООО «Техресурс»;2328004465;Генеральный директор Мащенко Алексей Георгиевич;353100, Краснодарский край, ст.Выселки, ул.Степная, 9;;tekhresurs2012@yandex.ru;(86157) 78072
МУП «СТЭ»;2320033802;Директор Караев Сослан Ростиславович;354000, Краснодарский край, г. Сочи, ул. Юных  Ленинцев, 23;www.sochi-teplo.ru;mail@sochi-teplo.ru;(862) 2968585
ООО «Сочиэкспострой»;2317039427;Генеральный директор Аветисян Апет Мампреевич;354340, Краснодарский край, г. Сочи, ул. Кирова, дом 30, оф. 3В;нет;"sochiekspostroi@rambler.ru; florencia.a@mail.ru";(862) 2410314
ООО ТПФ «Агрострой»;2302034673;Директор Погорелов Сергей Владимирович;352905, Краснодарский край, г.Армавир, ул. Железнодорожная, 82;;armavir.agrostroy@rambler.ru;(86137) 55741
ООО «Сочиэлектромонтаж»;2320005428;Директор Франкевич  Виктория  Рудольфовна;354068, Краснодарский край, г.Сочи, ул.Чехова, 48;;emon_sochi@mail.ru;(862) 2550757, 2551022
ООО «Газстрой»;2317039762;Генеральный директор Гришин Павел Александрович;354039, Краснодарский край, г.Сочи, ул.Звездная, 20;;"info@skgazstroy.com; va-lery666@mail.ru;";(862) 2002020 (161)
ООО «СТ-ГРУПП»;2319063320;Генеральный директор Яковлев Алексей Сергеевич;354051, Краснодарский край г. Сочи, ул.Чекменева,д.20 офис 3;;ooo.st-g@yandex.ru;8-928-233-44-70
АО Пансионат «Приморье»;2304000550;Генеральный директор управляющей организации Брохштут Александр Леонидович;353465, Краснодарский край, г.Геленджик, ул.Мира, д.21;;oks@primore.ru;(86141) 72134
ООО «Фасад»;2318030177;Генеральный директор Дердерян  Рафик Пирзантович;354209 Краснодарский  край, г.Сочи,ул Магнитогорская, строение 16/1;;ooo.fasad.11@mail.ru;(862) 2527544
АО «Уралэнергострой»;2318027505;Генеральный директор Катанаева Ксения Викторовна;354208, Краснодарский край, г. Сочи,  ул. Разина, д18/15, строение 1, каб. 1;;uralloo862@gmail.com;(862) 2527544
ФГУП «ГВСУ № 4»;2315078029;Директор Басманов Глеб Владимирович;353907, Краснодарский край, г. Новороссийск, Анапское шоссе, дом 59;;"post@gusstufo.ru; a.tyshkevich@gusstufo.ru";(8617) 671270
ООО СК «Югстроймонтаж»;2334021525;Директор Капица Сергей Сергеевич;353730, Краснодарский край, Каневской район, ст.Каневская, ул.Широкая, дом 83, оф. 1/5;;YUGSM93@mail.ru;(86164) 45231
ООО «Стройкомплект»;2334025294;Директор Капица Сергей Сергеевич;353730, Краснодарский край, Каневской район, ст.Каневская, ул. Широкая, 83;;YUGSM93@mail.ru;(86164) 45231
ООО «Сапсан»;2311140075;Генеральный директор Смирнов Алексей Леонидович;350972, Краснодарский край, г.Краснодар, ул.Московская, 77;;veteran1000@mail.ru   zolina57@yandex.ru;(861) 2050001
ООО «БИК»;2336023126;Директор Кибальников Алексей Валерьевич;353800, Краснодарский край, Красноармейский район, ст.Полтавская, ул. Народная, д. 157;;"bikpolta@gmail.com; bikpto@mail.ru";(86165) 43364
ООО «НСТЭ»;2315111237;Директор Свирин Михаил Леонидович;353900, Краснодарский край, г. Новороссийск, ул. Энгельса/Новороссийской республики, дом 40/21;;ooonst2015@yandex.ru;(8617) 67-67-83
ООО «БЛЭК СИ СТРОЙ»;2320225092;Генеральный директор Чувалов Александр Александрович;354057, Краснодарский край, г. Сочи, пер. Грузинский, 1, пом.50;;ogni@bsd2014.ru,  gis@bsd2014.ru;(862) 2611611
АО «Сочигоргаз»;2320032774;Генеральный директор Руднев Алексей  Валентинович;354065, Краснодарский  край, г. Сочи, ул. Чайковского,23/1;;info@sochigorgaz.ru;(862) 2960804
ЗАО «Электросервис»;2315070340;Директор Клюсевич Анатолий Геннадьевич;353907, Краснодарский край, г.Новороссийск, ул.Луначарского, д.27;;elsnovo@yandex.ru;(8617) 210486, 210495
ООО «ЮТМП»;2311163058;Генеральный директор Жигальцев Дмитрий Васильевич;350072, РОССИЯ, Краснодарский край, г. Краснодар, ул. Ростовское Шоссе, д. 14/2, лит.Е, оф. 209;;utmp2013@yandex.ru;89184133143
ООО «Факт»;2306017319;Директор Никитин  Михаил Федорович;353680, Краснодарский край, г. Ейск, ул. Свердлова, д. 126;;factorialltd@mail.ru;(86132) 22173
ООО «Новоростехфлот»;2315114799;Директор Бурханов Борис Евгеньевич;353915, Краснодарский край, г. Новороссийск, ул. Прохорова, д. 1А;www.ntflot.ru;ntflot@ntflot.ru;(8617) 76-00-37
ООО «ЮСК-СОЧИ»;2320230180;Генеральный директор Дмитрович Боян;354008, Краснодарский край, г. Сочи, ул.Политехническая, дом 62, офис 62;;ysk-sochi@mail.ru;(918) 0006899
ООО «МНУ-1 Корпорации АК «ЭСКМ»;2315119412;Директор Кононенко Станислав Владимирович;"350080, Краснодарский край, г.Краснодар, ул.Демуса М.Н., дом 11,  лит. ""А1"",  оф. 45";;mny1eckm@mail.ru, mny1zam@yandex.ru;(861) 2007216, 2007217
ООО «Афипский НПЗ»;7704214548;Генеральный директор Кращук Сергей Геннадьевич;353236, Краснодарский край, Северский район, п.Афипский, промзона;www.afipnpz.ru;office@afipnpz.ru, hr@afipnpz.ru;(861) 2010500
ООО «СТМУ ЭСКМ»;2312125841;Директор Макаров Игорь Владимирович;350080, Краснодарский край, г.Краснодар, ул.Демуса, д.9;www.stmueskm.ru;stmueskm@yandex.ru;(861) 2006414
ООО «НУ Корпорации АК Электросевкавмонтаж»;2312101953;Директор Хохлов Евгений Игоревич;350911, Краснодарский край, г.Краснодар, Трамвайная, 5;;nu_akeskm@mail.ru;(861) 2316920
АО «ВЕКТОР»;2310177812;Генеральный директор Щербак Иван Владимирович;350042, Краснодарский край, г. Краснодар, ул. Садовая, д. 195, кабинет 35;;post@stroi.tel, bajnjakshina@stroi.tel;(861) 204-05-75, 2040569
АО «Фирма ДЕКО»;5401100227;Генеральный директор Репников Сергей Николаевич;353555, Краснодарский край, Темрюкский район, ст.Тамань, ул.Победы, д.25;;ao@firma-deko.ru;(918) 668-34-62
ООО «ПортГидроСервис»;2315982675;Генеральный директор Чижов Игорь Анатольевич;353900, Краснодарский край, г. Новороссийск, пер. Мичуринский, д. 4;;pgs.nvr@mail.ru;(8617) 611717
ООО «СТАРСТРОЙ»;2308063783;Генеральный директор Забулдин Борис Викторович;"353991, Краснодарский край, г. Новороссийск, промзона ""Кирилловская"", ул. 5-я Промышленная, д. 3";www.starstroi.ru;"sst.novorossiysk@sco-starstroi.ru; EShubenina@sco-starstroi.ru; ATormasheva@sco-starstroi.ru";(8617) 60-74-85, 607486
АО «Краснодаргазстрой»;2308024336;Генеральный директор Гайворонский Сергей Иванович;350020, Краснодарский край, г.Краснодар, ул.Гаражная, 75;www.gazstroy.com;info@gazstroy.com, dkk@gazstroy.com;(861) 297-31-01
ФГБУ «Управление «Кубаньмелиоводхоз»;2312042708;Врио директора Фролов Михаил Борисович;350058, Краснодарский край, г. Краснодар, ул.Селезнева, 242;www.kmvh.ru;info@kmvh.ru;(861) 2314469
ООО «СТО «Формула»;2360005907;Директор Бойко Андрей Александрович;352120, Краснодарский край, Тихорецкий район, г.Тихорецк, ул. Федосеева, 47, а;;formula_tih@mail.ru;(86196) 99139
ООО «КРАСНОДАРТЕПЛОПРИБОР»;2311050463;Генеральный директор Мацко Анатолий Николаевич;350062, Краснодарский край, г. Краснодар, ул. Яна Полуяна, д. 2;www.oootermo.ru;termot@yandex.ru;(861) 221-29-33
ООО «Вертикаль»;2320148539;Директор Лесняк  Максим  Владимирович;354068, РОССИЯ, Краснодарский край, г. Сочи, ул.Пасечная, д.47, пом.172;вертикаль-сочи.рф;axxar@mail.ru, max_lesnyak@mail.ru, vertikal_sochi@mail.ru;(918) 4060682
ООО «Конкрет»;2320203998;Генеральный директор Сусаев Якуб Сайпаевич;354057, Краснодарский край, г.Сочи, переулок Дагомысский, 6, пом.5,6;www.konkretsochi.ru;konkret-sochi@yandex.ru;(862) 2418191
ООО «ВАЛЬТЕР Констракшн»;2312210310;Генеральный директор Вальтер Евгений Леонидович;350059, Краснодарский край, г. Краснодар, ул.Уральская, 75/1, 402;www.waltercompany.ru;office@waltercompany.ru;(499) 6460123
ООО «СтройКонтрольПлюс»;2311219896;Генеральный директор Серый Василий Владимирович;350000, Краснодарский край, г.Краснодар, Передовая, 66/1, оф. 1;;stroykontrol.00@mail.ru;(861) 2622993
НАО «Оргтехстрой»;2310120083;Генеральный директор Ханча Олег Жоржович;350020, Краснодарский край, г. Краснодар, ул. Коммунаров, 217 а;www.Otskrd.ru;info@otskrd.ru;(861) 2556406
ООО «СМК»;2721158767;Генеральный директор Сенин Павел Владимирович;354057, Краснодарский край, г.Сочи, ул. Параллельная, 9, литер 4, кв. 21;www.smkdv.ru;senin@smkdv.ru;(862) 2914044
ООО «Транслайн»;2309154419;Генеральный директор Парамонов Роман Витальевич;350033, Краснодарский край, г.Краснодар, ул.им.Чехова, д.2, офис 27;;transline26@yandex.ru;(988) 8568887
ООО «ПСМ-12»;2320171601;Директор Яхновец  Анатолий  Иванович;354068, Краснодарский край, г.Сочи, ул.Тимирязева, 46/1;;info@uskmm.ru;(988) 2333346
ООО «ЛУКОЙЛ-Югнефтепродукт»;2309051942;Генеральный директор Ежов Юрий Юрьевич;350033, Краснодарский край, г. Краснодар, ул. Ставропольская, д. 2/1;www.lukoil.ru;info@ynp.lukoil.com;(861) 2134002
ООО «СЭС»;2315989790;Генеральный директор Олейников Виталий Николаевич;353900, Краснодарский край, г. Новороссийск, ул. Леднева, д. 5, оф. 6;;stroy-energo-city@yandex.ru;(8617) 779917
ООО «Профит+»;2311131962;Директор Белялутдинов Валерий Сафаргалиевич;353085, Краснодарский край, город Краснодар, хутор Копанской, улица Победы, 2/Б;;profit23@inbox.ru, bvs23@inbox.ru;(918) 9918288
ООО «Лидер»;2311204089;Генеральный директор Сефилов Константин Павлович;350059, Краснодарский край, г.Краснодар, ул. Селезнева, дом 4/3, офис 311/1;;lider-zakaz@inbox.ru;(918) 3665129
ООО «АльфаСтрой»;2318033932;Директор Пономарев Роман Викторович;354207, Краснодарский край, г.Сочи, ул. Армавирская, д.72, кв.48;нет;"alfastroy.bux@bk.ru; alfastroy.ok@bk.ru";"(861) 9910290;"
ООО «Проф-Инжиниринг»;2310137432;Генеральный директор Мамай Роман Валентинович;350018, Краснодарский край, г. Краснодар, ул. Фабричная, дом 8, офис 2;www.kes-group.ru;info@kes-group.ru;(861) 2790095, 2991141, 2991142, 2991143
ООО «Стройтехника»;2311183953;Директор Павлов Юрий Алексеевич;350028, Краснодарский край, г.Краснодар, ул. Восточно-Кругликовская, дом 26, пом. 14;usi23.ru;mail@usi23.ru;(861) 2752001
ООО «НСК»;2315997505;Генеральный директор Сычев Павел Александрович;353910, Краснодарский край, г. Новороссийск, ул. Куникова, д. 49-Б, офис 2;;sychev500@mail.ru, nsk_novo.buh@mail.ru;"8-988-762-88-05; 8-988-765-74-49"
ООО «ТСИ»;2309079458;Генеральный директор Бузов Андрей Владимирович;350080, Краснодарский край, г. Краснодар, ул. Заводская (Пашковский жилой массив тер.), дом 32, офис 24;tsi.company;info@tsi.company;(861) 2668245
ООО «Семейный Стиль»;0917026017;Генеральный директор Чомаев Али-Мурат Хасанович;369001, Карачаево-Черкесская Республика, г. Черкесск, ул. Доватора, 71, д;;semstilst@mail.ru;(928) 3995099
ООО «МПК-Строй»;2320154518;Генеральный директор Тукало Александр Анатольевич;354000, Краснодарский край, г.Сочи, ул.Конституции СССР, д.44/1, стр.Д, пом.40;;k.s.stroy@mail.ru, 1688750@mail.ru;(862) 2901020
ИП Алексеев Евгений Георгиевич;231121552806;;;;ooo-sodeystvie@yandex.ru;(961) 5016565
ООО «МакМакс»;2311215210;Директор Логачев Дмитрий Евгеньевич;350062, Краснодарский край, г.Краснодар, пр.им.К.Образцова, 2/1, оф. 1,2,3,4,5;ekotek.su;makmax@bk.ru;(861) 2737927
ООО «СУ – 6 «ЮСИ Кубань»;2311227343;Директор Павлов Алексей Алексеевич;350028, Краснодарский край, г.Краснодар, ул. Восточно-Кругликовская, 26, 47;www.usi23.ru;mail@usi23.ru;(861) 2752001
ООО «КурортИнвестСтрой-Юг»;2311217641;Директор Щербакова Надежда Николаевна;352844, РОССИЯ, Краснодарский край, пгт Джубга, ул.Кооперативная, д.7 В, офис 1;;radostmore@mail.ru, scherbakova-nn@mail.ru;(86167) 94459
ИП Суханов Сергей Григорьевич;230901495868;;;www.remstroibyt23.ru;water50@list.ru;(861) 2571128
ООО «Энергорегион-Юг»;0711032137;Генеральный директор Омаров Гаджи Омарович;352290, Краснодарский край, Отрадненский район, ст.Отрадная, ул. Революционная, 26;;energo-region@yandex.ru;(861) 2905637
ООО ГК «ССП»;2310177234;Директор Богданова Ольга Николаевна;385140, Республика Адыгея, Тахтамукайский район, пгт.Яблоновский, ул. Связи, д. 9,  оф. 311;;info@ssp-krd.ru, uo@ssp-krd.ru;(988) 246-90-91,  988-242-51-11
ООО «Специализированный застройщик «ВИТА-Строй»;2315178471;Генеральный директор Колисов Дмитрий Анатольевич;353905, Краснодарский край, г.Новороссийск, ул.Свердлова, д.42, пом.1.;www.703002.ru;sales@703002.ru;(8617) 765528
ООО «ТеплоГазСтройПроект Краснодар»;2312265158;Директор Цыбусов Игорь Валерьевич;350065, Краснодарский край, г. Краснодар, проспект им. Писателя Знаменского, дом 9, корпус 3, помещение 13;tegasp.ru;info@tegasp.ru;(861) 9440410
ИП Тонян Вадим Эдуардович;232011227442;;;;Alik199012@mail.ru;(938) 4499933
ООО «РиэлтСтрой»;2311210861;Директор Бондарь Александр Сергеевич;350028, Краснодарский край, г.Краснодар, ул. Восточно-Кругликовская, дом 26, помещение 17;usi23.ru;mail@usi23.ru;(861) 2752001
ООО «ДСУ №4»;2302059445;Генеральный директор Бурлаков Виктор Андреевич;352900, Краснодарский край, г.Армавир, Северная промзона, 116, ДД1, 1;;ooodsu4@mail.ru;(86137) 33478
ООО «Геленджик Гольф Резорт»;2304071215;Генеральный директор Жучков Александр Владимирович;353465, Краснодарский край, г.Геленджик, ул.Мира, дом.21, корп.8, пом.27.;;golf.primore@gmail.com;(86141) 72123
ООО «Модуль»;2368003411;Директор Сорокопуд Денис Александрович;352630, Краснодарский край, г. Белореченск, ул.Пролетарская 220/1;;cool.modul@mail.ru;(86155) 31537
ООО «КлиматЭнергоСтрой»;2312168267;Генеральный директор Когай Ирина Борисовна;350066, Краснодарский край, г. Краснодар, ул. Просторная / Монтажная, 84/43;www.kes-group.ru;info@kes-group.ru;(861) 2790095, 2991141, 2992242, 2992243
ООО «ДжейЭсАй Кэнстракшн»;2320234298;Генеральный директор Юрченков Сергей Владимирович;354000, Краснодарский край, г.Сочи, ул.Конституции СССР, д.12, кв.22;;jsiconstruction@mail.ru;"(918)2013510; (962)8676757;"
ООО «Консент»;5610090621;Генеральный директор Бударин Владимир Александрович;350002, Краснодарский край, г.Краснодар, ул.Карасунская Набережная, д.73, оф.102;;"info@skkonsent.ru; konsent.krd@gmail.com";"8(960)4774777; 8(900)2529621"
ООО «Специализированный застройщик «НОВОСТРОЙ»;2315466688;Генеральный директор Элбакян Армен Суренович;353905, Российская Федерация, Краснодарский край, город Новороссийск, ул. Свердлова, д.42, оф.1;;novostroy218@gmail.com;(988) 6688161
ООО «Красноармейскаякапстрой»;2336017080;Директор Трубачев Юрий Николаевич;353800, Краснодарский край, Красноармейский район, ст.Полтавская, ул.Жлобы, 55, оф.90;;kapstroy_08@mail.ru;"(861) 6540099;"
ООО «Деловое партнерство»;2312118428;Генеральный директор Симагина Александра Юрьевна;350000, Краснодарский край, г.Краснодар, ул. Красноармейская, 36, Б, 322;;delovoe-partners@v-k-b.ru;(861) 2749275
ООО «СОЧИПРОФСТРОЙ»;2317087068;Генеральный директор Федотов Дмитрий Игоревич;354340, РОССИЯ, Краснодарский край, г.Сочи, ул. Авиационная, д. 3 А, офис 5;;office@sps-sochi.com;"(862) 4444123;"
ООО «Дорэнергомонтаж»;2338011912;Директор Лесняк Сергей Анатольевич;352080, Краснодарский край, Крыловской район, ст.Крыловская, ул. Западная, 15;;23dorenergo@mail.ru;(86161) 31257
ООО «Кубань-Строй»;2311132412;Директор Кныш Инна Николаевна;350000, Краснодарский край, г. Краснодар, ул. Красноармейская, 36, оф. 702/1;kuban-stroi.ru;kuban-stroi@v-k-b.ru;(861) 2748963
ООО «Мад Эксперт»;2309106140;Генеральный директор Королев Андрей Владимирович;350000, Краснодарский край, г.Краснодар, ул.Шоссе Нефтяников, д.5, корп.1;www.mud-expert.ru;info@mud-expert.ru;(861) 2156751
ИП Кочуков Альберт Анатольевич;231114260320;;;;alik.kochukov@mail.ru;8 (988) 0800087
ИП Глянь Роман Сергеевич;650901849038;;;;roman@glyan.ru;8(918)2227974
ИП Шерегеда Сергей Павлович;010702937792;;;;sheregeda_1978@mail.ru;8 (918) 4881001
ООО «Эльбрус»;2304066656;Директор Яйлян Сурен Григорьевич;353460, РОССИЯ, Краснодарский край, г. Геленджик, ул. Пионерская/Куникова, д. 20/2, пом. №1;;maksi1972@mail.ru;8(928)4385888
ООО «Газпром добыча Краснодар»;2308065678;Генеральный директор Захаров Андрей Александрович;350063, РОССИЯ, Краснодарский край, г.Краснодар, ул. Кубанская Набережная, 62;krasnodar-dobycha.gazprom.ru;adm@kuban.gazprom.ru;(861) 2131082
НАО «Красная поляна»;2320102816;Генеральный директор Круковский Андрей Алексеевич;354000, РОССИЯ, Краснодарский край, г.Сочи, ул.Северная, д.14А;www.gorkygorod.ru;"info@karousel.ru ;";(862) 2439110
ООО «Буровая компания «СПЕЦМОНОЛИТ»;2320139541;Директор Козиков Вячеслав Дмитриевич;354340, РОССИЯ, Краснодарский край, г.Сочи, ул.Транспортная, д.74/5, офис 4;www.burenie-sm.ru;"v.kozikov@burenie-sm.ru; burenie-sm.ru@yandex.ru;";"7 (928) 2458065 ; 7(903) 2183191"
АО «КТК-Р»;2310040800;Генеральный директор Горбань Николай Николаевич;353900, Краснодарский край, г.Новороссийск, территория Приморский округ Морской терминал;www.cpc.ru;Moscow.reception@cpcpipe.ru;(495) 9665000
ООО «РЕГИНЖСТРОЙ»;7841332399;Генеральный директор Шлыков Денис Валерьевич;354340, РОССИЯ, Краснодарский край, г.Сочи, ул. Герцена, д. 3, кв.28;;"ooo_risk@mail.ru; kvasilev@spbgranit.ru";"(812) 6110968;"
ООО «РиэлтАктив»;2311210879;Директор Япринцев Иван Юрьевич;350028, РОССИЯ, Краснодарский край, г.Краснодар, ул. Восточно-Кругликовская, 26, оф.17;;usi23@mail.ru;(861) 2772323
ООО «Подряд»;2302064808;Директор Кибальников Денис Александрович;352916, РОССИЯ, Краснодарский край, г.Армавир, Северная промзона;;podryad.arm@mail.ru;(86137) 38094
ООО «ТИТАН»;2319063672;Директор Исмаилов Иса Мухтарович;354024, Краснодарский край, г.Сочи, ул. Аллея Челтенхэма, д.8, стр.А;;titanooo-2017@mail.ru;(862) 555-11-62, (862) 555-11-63
ООО «СК «Партнер»;2320111190;Директор Вартанян Самвел Серопович;354000, Краснодарский край, г.Сочи, ул.Северная, д.14А, помещения 30,31,32;;avangardsochi@mail.ru;8(967) 3250000
