Общество с ограниченной ответственностью «Стройкомплект»;6674354166;Директор Ярутин Анатолий Владимирович;620075, Свердловская область, г. Екатеринбург, ул. Первомайская, д. 15, оф. 1303;;info@stkekb.ru glavbuh@stkekb.ru urist@stekb.ru;(343)283-06-22
Общество с ограниченной ответственностью «СЕВЕРСТРОЙЛИГА»;6670439429;Директор Базеян Аркадий Ваагович;620078, Свердловская область, г. Екатеринбург, ул. Мира, д. 41, кв. 22;;mr.seversl@mail.ru;(34670) 2-44-48
Общество с ограниченной ответственностью «Брусника. Организатор строительства»;6671397475;Круковский Алексей Николаевич;620075, Свердловская область, г. Екатеринбург, ул. Малышева, д. 51, оф. 37/05;www.brusnika.ru;info-ekb@brusnika.ru,  glavatsky@brusnika.ru;(343)300-04-04
Общество с ограниченной ответственностью «Контур 2012»;6670390653;Директор Речкин Вадим Вадимович;620078, Свердловская область, г. Екатеринбург, ул. Мира, д. 39, ком. 37;;"o.danilova@pervostroitel.ru; v.kelbert@pervostroitel.ru a.vorobei@pervostroitel.ru";(343)375-32-24
Акционерное общество «Специализированный застройщик «УГМК - Макаровский»;6659005499;Генеральный директор Мордовин Евгений Викторович;620027, Свердловская область, г. Екатеринбург, ул. Челюскинцев, д. 58;www.макаровский.рф;"sda.777@mail.ru; a.gushva@emzural.ru m.kudra@emzural.ru";(343)283-09-80
Общество с ограниченной ответственностью «ПромСтрой Групп»;6658434978;Генеральный директор Чуканов Антон Михайлович;620100, Свердловская область, г. Екатеринбург, ул. Сибирский тракт, д. 12, стр. 1А, оф. 604;www.promsgroup.ru;psg@promsgroup.ru, baimler@promsgroup.ru;(343) 287-54-87
Общество с ограниченной ответственностью «ЭКОН»;6670407297;Директор Павлов Сергей Николаевич;620137, Свердловская область, г. Екатеринбург, ул. Сулимова, д. 4, литер К1, оф. 4;;econ-oks@mail.ru;(343)278-49-24
Общество с ограниченной ответственностью «ЭЛЕКТРОСЕТЬСТРОЙ-11»;5904097958;Директор Власов Алексей Борисович;620089, Свердловская область, г. Екатеринбург, ул. Машинная, д. 42, А, оф. 701;;"kai@ess11.ru, vab@ess11.ru; tis@ess11.ru";(343) 221-30-22, 22-130-33
Общество с ограниченной ответственностью «УралТеплоТехСервис»;6670439203;Генеральный директор Парамонов Андрей Павлович;620049, Свердловская область, г. Екатеринбург, пер. Автоматики, д. 3, корп. 1, оф. 211;;uraltts@yandex.ru, paramonov-ap@yandex.ru;(343)290-48-96
Общество с ограниченной ответственностью «Инвестиционно - промышленная группа «ВЭлС»;6679015907;Генеральный директор Метелкин Олег Анатольевич;620085, Свердловская область, г. Екатеринбург, ул. Титова, д. 29;www.welsgroup.ru;wels_upg@mail.ru;(343)271-51-91
Общество с ограниченной ответственностью «ПЕРЕСТРОЙКА»;6679045098;Директор Сукерт Константин Генрихович;620102, Свердловская область, г. Екатеринбург, ул. Белореченская, д. 4, оф. 71;www.sk-psk.ru;info@sk-psk.ru;(343)286-03-63,2115517
Общество с ограниченной ответственностью «Теле-Лайн»;6660139144;Директор Черкасов Евгений Викторович;620100, Свердловская область, г. Екатеринбург, ул. Восточная, д. 160, А, оф. 17;;jsale@mail.ru apavlov.sg@mail.ru;(343)254-34-93
Общество с ограниченной ответственностью «РОСЭК»;6659202137;Директор Петриков Александр Алексеевич;620027, Свердловская область, г. Екатеринбург, ул. Николая Никонова, д. 8, кв. 3;www.roselectro.ru;info@rosek.ru bogomolova@rosek.ru;(343) 301-99-91
Общество с ограниченной ответственностью «Екатеринбургская энергостроительная компания»;6673123102;Директор Карпенко Александр Александрович;620043, Свердловская область, г. Екатеринбург, ул. Краснокамская, д. 91, оф. 211;www.enersk.ru;info@enersk.ru tender@enersk.ru;(343) 357-30-55
Общество с ограниченной ответственностью «Ремонтно-диагностическая компания «Электрические сети»;6672153545;Директор Корчагин Сергей Николаевич;620043, РОССИЯ, Свердловская область, г. Екатеринбург, ул. Краснокамская, д. 91, оф. 310;www.rdkes.ru;office@rdkes.ru tender@rdkes.ru;(343) 357-32-20
Общество с ограниченной ответственностью «АДС-ЭЛЕКТРО»;6685008471;Управляющий - индивидуальный предприниматель Сембаев Александр Жумабекович;620142, Свердловская область, г. Екатеринбург, ул. Щорса, д. 7, стр. И;www.ads-elektro.ru;info@ads-elektro.ru, jurist@ads-elektro.ru;300-31-78
Общество с ограниченной ответственностью «ДевелопментИнвест»;6685132359;Директор Корзухин Максим Сергеевич;620026, Свердловская область, г. Екатеринбург, ул. Белинского, д. 55, кв. 26;www.developmentinvest.ru;korman2@mail.ru, malstrem@mail.ru;(343)378-41-01, 378-41-04
Общество с ограниченной ответственностью Строительно-производственная компания «Спецстрой»;6671032989;Директор Жуков Станислав Дмитриевич;620146, Свердловская область, г. Екатеринбург, ул. Академика Бардина, д. 48, А, кв. 199;;garant-s80@mail.ru oooskspecstroy@mail.ru;8 (904)984-32-84
Общество с ограниченной ответственностью СК «Сталкер»;6685123450;Директор Брагин Андрей Борисович;620026, Свердловская область, г. Екатеринбург, ул. Энгельса, д. 36, оф. 630;;ooo-stalker2@yandex.ru;(3439) 66-40-90, 8-922-03-07-147
Общество с ограниченной ответственностью «КапиталСтрой»;6623119943;Генеральный директор Куренев Павел Сергеевич;622005, РОССИЯ, Свердловская область, г. Нижний Тагил, ул. Шевченко, д. 29;;kapitalstroy66@mail.ru;+7 (912)274-58-88
Общество с ограниченной ответственностью «СТРОЙ-ДИЗАЙН»;6670413149;Директор Треногин Алексей Викторович;620085, РОССИЯ, Свердловская область, г. Екатеринбург, ул. 8 марта, д. 212, пом. 306;www.sd96.ru;info@sd96.ru, 3806008@mail.ru;+7 (343)211-02-49
Общество с ограниченной ответственностью «Мастер»;8601026657;Генеральный директор Харитонов Павел Сергеевич;620144, Свердловская область, г. Екатеринбург, ул. Шейнкмана, д. 100, кв. 49;www.ooomaster.com;master-pro86@yandex.ru;(3467)32-59-40
Общество с ограниченной ответственностью «Проспект»;6658389267;Директор Анчугов Евгений Петрович;620028, Свердловская область, г. Екатеринбург, ул. Фролова, д. 27, оф. 10;www.prospect-ekb.ru;dt06@mail.ru;(343) 380-36-90
Общество с ограниченной ответственностью «Лифтмонтаж-1»;6658131123;Директор Мельников Сергей Александрович;620028, Свердловская область, г. Екатеринбург, ул. Фролова, д. 29, оф. 1;LM-1.ru;Lift-m1@mail.ru, PavelKorovin@inbox.ru, 3734404@mail.ru;(343)373-44-02
Общество с ограниченной ответственностью «Промстройсервис»;6623022483;Директор Хафизов Альберт Рашитович;622051, Свердловская область, г. Нижний Тагил, ул. Ватутина, д. 51;www.pss-ural.ru;promstroy@mail.ru, bvsaudit@yandex.ru;+7 (3435)33-24-50
Общество с ограниченной ответственностью «Капитель»;6674375871;Генеральный директор Музлов Василий Николаевич;620130, Свердловская область, г. Екатеринбург, ул. Белинского, д. 222, кв. 174;;kapital-07@bk.ru kapitel-vn@list.ru;(343)290-07-07
Общество с ограниченной ответственностью «АудиоВидеоСистемы»;6658426261;Управляющий - индивидуальный предприниматель Кривовязов Алексей Александрович;620102, Свердловская область, г. Екатеринбург, ул. Ясная, д. 2, оф. 517;www.audiosite.ru;info@audioprofi.ru, ostanin@audioproli.ru glavbukh@audioproli.ru;(343)317-07-70
Общество с ограниченной ответственностью «ОРБ»;6629026357;Директор Кудрявцев Алексей Васильевич;624130, Свердловская область, г. Новоуральск, ул. Джилавяна, д. 4;www.orb77.ru;volozhanina@orb77.ru, deporb@mail.ru, deporb_mv@mail.ru;+7 (34370)2-60-04
Общество с ограниченной ответственностью «Ремонтно-строительная группа»;6660147762;Генеральный директор Фрич Григорий Дмитриевич;620017, Свердловская область, г. Екатеринбург, пр. Космонавтов, д. 11 Б, литер Д;www.reforma-sk.ru;info@reforma-sk.ru, nikulin@reforma-sk.ru;(343)389-82-97
Акционерное общество «Екатеринбургская теплосетевая компания»;6671019770;Паслер Денис Владимирович;620075, Свердловская область, г. Екатеринбург, пр. Ленина, д. 38;www.etk-ural.ru;info_etk@tplusgroup.ru, Svetlana.Lyapina@tplusgroup.ru;(343)359-16-51, 359-18-70
Общество с ограниченной ответственностью «ВОКС»;6679003796;Директор Алешкин Николай Вячеславович;623382, Свердловская область, г. Полевской, мкр. Зеленый Бор-1, д. 22, кв. 138;;2000280@mail.ru;(343)200-02-80
Общество с ограниченной ответственностью «УралКомплексСтрой»;7203204524;Директор Егоян Гарик Геворгович;620100, Свердловская область, г. Екатеринбург, ул. Сибирский тракт 1 километр, д. 8, ком. 530/1;;696038@mail.ru, ykc_2006@mail.ru, ooouks4524@bk.ru;(3452)677-577, 8919-929-80-00 - Егоян Гарик Геворгович
Общество с ограниченной ответственностью «МеталлСтройИнжиниринг»;6658443411;Генеральный директор Морозов Владимир Владимирович;620142, Свердловская область, г. Екатеринбург, ул. Фрунзе, сооружение 35А, оф. 504;www.msi66.ru;hr@msi66.ru   mail@msi66.ru;(343)287-46-87
Акционерное общество «ЕКАТЕРИНБУРГГАЗ»;6608005130;Генеральный директор Боровиков Валерий Владимирович;620075, Свердловская область, г. Екатеринбург, ул. Белинского, д. 37;www.ekgas.ru;mpv@ekgas.ru, general@ekgas.ru, tna@ekgas.ru;(343)272-38-94, 272 38 00
Акционерное общество «Екатеринбургская электросетевая компания»;6658139683;Главный инженер Померанец Дмитрий Ильич;620014, Свердловская область, г. Екатеринбург, ул. Бориса Ельцина, д. 1;www.eesk.ru;eesk@eesk.ru;(343)370-28-44
Общество с ограниченной ответственностью «Газпром трансгаз Екатеринбург»;6608007434;Генеральный директор Крюков Алексей Вячеславович;620000, Свердловская область, г. Екатеринбург, ул. Клары Цеткин, д. 14;www.gazprom.ru;Ural@ekaterinburg-tr.gazprom.ru, M.Chiryatev@ekaterinburg-tr.gazprom.ru;+7 (343)359-75-42
Акционерное общество «Уральский электрохимический комбинат»;6629022962;Генеральный директор Белоусов Александр Андрианович;624130, Свердловская область, г. Новоуральск, ул. Дзержинского, д. 2;www.ueip.ru;condor@ueip.ru, VGKolyasov@rosatom.ru;(34370)9-24-24
Открытое акционерное общество «Межрегиональная распределительная сетевая компания Урала»;6671163413;Генеральный директор Дрегваль Сергей Георгиевич;620026, Свердловская область, г. Екатеринбург, ул. Мамина-Сибиряка, д. 140;www.mrsk-ural.ru;"delo@mrsk-ural.ru; delo@mrsk-ural.ru  secr@che.mrsk-ural.ru secr@permenergo.ru";+7 (343)293-26-00
Акционерное общество «Группа «СвердловЭлектро»;6674330951;Генеральный директор Кишко Алексей Юрьевич;620010, Свердловская область, г. Екатеринбург, ул. Черняховского, д. 61;www.svel.ru;service@svel.ru, Suetin@svel.ru, Sabirova@svel.ru, info@svel.ru;(343) 253-50-13
Общество с ограниченной ответственностью «Наш дом Лесной»;6681004155;Директор Кузнецов Александр Алексеевич;624205, Свердловская область, г. Лесной, ул. Победы, д. 52;;office@korvet-ural.ru;+7 (34370)3-05-66
Общество с ограниченной ответственностью «РЗА-Сервис»;6672252497;Директор Ханхалаева Елена Олеговна;620043, Свердловская область, г. Екатеринбург, ул. Краснокамская, д. 91, оф. 208а;www.rza-service.ru;office@rza-service.ru, hanhalaeva@rza-service.ru;(343) 357-30-47
Общество с ограниченной ответственностью «СНОУПРОМ»;6658420083;Исполнительный директор Богданов Александр Иванович, Генеральный директор Ипатов Леонид Леонидович;620028, Свердловская область, г. Екатеринбург, ул. Татищева, д. 6, оф. 1;www.snowprom.ru;ai_bogdanov@mail.ru;(343) 205-00-99
Общество с ограниченной ответственностью «Альфа Строй»;6659222310;Генеральный директор Кабанов Евгений Александрович;620100, Свердловская область, г. Екатеринбург, ул. Ткачей, строение 25, оф. 807;www.acons.group;Rabats@acons.group, ekb@acons.group, info@acons.group;(343)288-22-05
Общество с ограниченной ответственностью «Ф1»;6658450659;Директор Дьячек Андрей Викторович;620102, Свердловская область, г. Екатеринбург, ул. Посадская, д. 36, кв. 14;www.f1.ru.com;info@f1.ru.com, da@f1.ru.com;(343)361-61-41
Общество с ограниченной ответственностью «ТехЭнергоМонтаж»;6672271281;Директор Пуденков Андрей Александрович;620014, Свердловская область, г. Екатеринбург, ул. Шейнкмана, стр. 9, офис 78;;info@te-montage.ru;+7 (343) 357-33-53, 357-30-55, доб.506
Общество с ограниченной ответственностью «АБРИС-Строй»;6684005076;Генеральный директор Панов Алексей Анатольевич;620016, Свердловская область, г. Екатеринбург, ул. Павла Шаманова, д. 28;www.abrisstroy.ru;abrisstroi@gmail.com, panov.alan@gmail.com, 664994@gmail.com;+7 (3439)29-15-10
Общество с ограниченной ответственностью «Строительная компания «Флатирон»;6685075950;Директор Попов Алексей Игоревич;620100, Свердловская область, г. Екатеринбург, ул. Ткачей, д. 25, оф. 304;флатирон.ру;flatiron.popov@gmail.com, zaoflatiron@gmail.com, 2016.pil@gmail.com;"(343)287-77-28;  (343)266-36-70"
Общество с ограниченной ответственностью «СтройМонтаж»;6672252200;Директор Дерябин Евгений Александрович;620014, РОССИЯ, Свердловская область, г. Екатеринбург, просп. Ленина, д. 5л, оф. 405;www.smg96.ru;story_montaz@mail.ru stroymontaz2007@gmail.com    secretar_sm@mail.ru;(343)300-44-88
Общество с ограниченной ответственностью «Импульс»;6658394193;Директор Камильянов Денис Маратович;620107, Свердловская область, г. Екатеринбург, ул. Готвальда, д. 19, кв. 66;www.ural-impuls.ru;impuls-ural@bk.ru;(343)221-37-16
Акционерное общество «Ураллифтналадка»;6662093294;Генеральный директор Лопатин Дмитрий Васильевич;620075, Свердловская область, г. Екатеринбург, ул. Розы Люксембург, д. 17;www.uln-ekb.ru;info@urallift.ru, sharanov@urallift.ru;(343)379-32-23
Общество с ограниченной ответственностью «Метан»;6673178101;Генеральный директор Мамин Владимир Валентинович;620039, Свердловская область, г. Екатеринбург, ул. Культуры, д. 25, кв. 321;;maminvv@mail.ru       director@metan66.ru   ooo.metan2008@mail.ru;+7 (904)164-89-47
Общество с ограниченной ответственностью «НОВЭКС»;6674356251;Генеральный директор Аптер Дмитрий Борисович;620144, Свердловская область, г. Екатеринбург, ул. Серова, д. 47, оф. 42;;info@novex.su;(343)344-95-21
Общество с ограниченной ответственностью «Астон. Екатеринбург»;6658445514;Директор Трапезников Вячеслав Анатольевич;620043, Свердловская область, г. Екатеринбург, ул. Заводская, д. 75, оф. 1/3;aston-ekb.ru;infoastongroup@yandex.ru, Drdim85@gmail.com, buhaston@mail.ru;(343)383-60-55
Общество с ограниченной ответственностью «ФинЛифт»;6685106278;Генеральный директор Лопатин Дмитрий Васильевич;620075, Свердловская область, г. Екатеринбург, ул. Розы Люксембург, д. 17, оф. 201;;info@urallift.ru, sharanov@urallift.ru;(343)379-32-23
Общество с ограниченной ответственностью «Строительная компания «Новый Гранд»;6679111777;Директор Жабреев Виталий Сергеевич;620073, Свердловская область, г. Екатеринбург, ул. Аптекарская, д. 48, оф. 2;;umnikova@sk-gs.ru, kram_t@mail.ru;(343) 381-57-30 (40)
Общество с ограниченной ответственностью Строительная компания «Аксиома»;6658509119;Директор Миниахметов Андрей Михайлович;620014, Свердловская область, г. Екатеринбург, ул. Московская, строение 16, офис 308;;min_andrey@mail.ru, o.kovgan@tencompany.ru, aksioma.proekt@mail.ru;(343) 253-34-53
Общество с ограниченной ответственностью «Перестройка»;6658456548;Директор Кольцов Алексей Валерьевич;620034, Свердловская область, г. Екатеринбург, ул. Черепанова, д. 30, кв. 287;www.pere-vozim.ru;3422293@mail.ru;(343) 342-22-93
Общество с ограниченной ответственностью «Прогресс»;6671074509;Генеральный директор Косков Алексей Юрьевич;620075, Свердловская область, г. Екатеринбург, ул. Шевченко, д. 20, оф. 201;www.mss-ural.ru;mss-ural@mail.ru;(343) 319-00-07
Общество с ограниченной ответственностью «Промышленно-строительная компания Развития»;6658510587;Директор Левин Александр Геннадьевич;620014, Свердловская область, г. Екатеринбург, ул. Попова, д. 33 А, кв. 43;;pskdevelopment@mail.ru;+7 (922)611-55-55
Общество с ограниченной ответственностью Строительно-Производственная Компания «Дедал»;6686091497;Генеральный директор Хусенов Валижон Толибович;620017, Свердловская область, г. Екатеринбург, ул. Электриков, д. 3, пом. 9;;spk_dedal@mail.ru;(343)385-76-70
Общество с ограниченной ответственностью «Солнечный»;6671055094;Директор Керимханов Ахмед  Махмудович;620146, Свердловская область, г. Екатеринбург, ул. Чкалова, д. 241, пом. 31-33;;themain@mail.ru, kam27021963@mail.ru;+7 (922)031-06-07
Общество с ограниченной ответственностью «Научно-производственная фирма «Прософт-Е»;6660126674;Генеральный директор Баталин Глеб Николаевич;620149, Свердловская область, г. Екатеринбург, ул. Зоологическая, д. 9, пом. 115-119;www.prosoftsystems.ru;info@prosoftsystems.ru, bunina@prosoftsystems.ru;356-51-11 / 310-01-06
Общество с ограниченной ответственностью «Уралэнерготел»;6670171718;Генеральный директор Бельский Алексей Владильевич;620078, Свердловская область, г. Екатеринбург, ул. Малышева, д. 164;www,uetel.ru;uetel@uetel.ru, galianova-tn@uetel.ru;(343)228-18-60
Общество с ограниченной ответственностью «УралСтройМонтаж»;6658416834;Генеральный директор Моисеев Алексей Леонидович;620043, Свердловская область, г. Екатеринбург, ул. Чердынская, д. 2, кв. 57;;malprofi@mail.ru, denebtan@yandex.ru;(343)287-77-92
Общество с ограниченной ответственностью «ЕкатеринбургЭлектроМонтаж»;6679071411;Директор Мамаев Павел Михайлович;620014, Свердловская область, г. Екатеринбург, ул. Бориса Ельцина, строение 1А, оф. 13.11;;tender.ekbem@gmail.com;(343)287-53-20
Общество с ограниченной ответственностью «ЭнергоГарант»;6623086039;Директор Беляков Александр Сергеевич;622002, Свердловская область, г. Нижний Тагил, ул. Черных, д. 19, кв. 15;www.enrgont.ru;as@energont.ru;(3435)230-530
Общество с ограниченной ответственностью «Уралстроймонтаж»;6658478421;Генеральный директор Ларкин Михаил Игоревич;620043, Свердловская область, г. Екатеринбург, ул. Репина, д. 95, оф. 400;;malprofi@mail.ru, denebtan@yandex.ru;(343)287-77-92
Общество с ограниченной ответственностью «СВС-Альянс»;6671030300;Директор Першин Сергей Вадимович;620144, Свердловская область, г. Екатеринбург, ул. Шейнкмана, д. 112, кв. 158;www.svs-alliance.ru;buh-aliance@mail.ru;(343)201-16-00
Общество с ограниченной ответственностью «Баженов Групп»;6671451404;Директор Вахрушева Лариса Порфирьевна;620016, Свердловская область, г. Екатеринбург, ул. Вильгельма де Геннина, д. 37, оф. 1.17 А;www.3555622.ru;"3555622@mail.ru; larisabgg@mail.ru, bgg@bk.ru";(343) 205-97-71
Публичное акционерное общество «Машиностроительный завод имени М.И. Калинина, г. Екатеринбург»;6663003800;Генеральный директор Клейн Николай Владимирович;620017, Свердловская область, г. Екатеринбург, пр. Космонавтов, д. 18;www.zik.ru;zil@mail.utk.ru, dedyukhin_86@mail.ru;(343)329-55-75
Общество с ограниченной ответственностью «СтройСитиГрупп»;6674365591;Генеральный директор Белявина Юлия Анатольевна;620102, Свердловская область, г. Екатеринбург, ул. Белореченская, строение 15, офис 704;;info@rusgrad.com centr@rusgrad.com;(343)344-20-00
Общество с ограниченной ответственностью «ПрофЭнергоСтрой»;6658521684;Директор Клунок Станислав Сергеевич;620043, Свердловская область, г. Екатеринбург, ул. Краснокамская, д. 91, оф. 305;;profenstroy@gmail.com;(343) 357-30-55 (доб. 572)
Общество с ограниченной ответственностью «Специализированный застройщик «УГМК-Космонавтов, 108»;6678091743;Директор Мордовин Евгений Викторович;650027, Свердловская область, г. Екатеринбург, ул. Челюскинцев, д. 58, оф. 303;Космонавтов108.рф;info@ekat-city.com;(343) 283-09-80
Общество с ограниченной ответственностью «Строительная Компания «Союз»;6670447758;Директор Шарафисламов Марат Рафаульевич;620075, Свердловская область, г. Екатеринбург, ул. Мамина-Сибиряка, д.101, оф.1245;;ssk@ssk66.ru;(343) 318-00-87
Общество с ограниченной ответственностью «СпецСтрой»;6658498308;Директор Щербаков Дмитрий Викторович;620034, Свердловская область, г. Екатеринбург, ул. Бебеля, д.124, пом.15;;malstrem@mail.ru;(343) 227-97-57
Общество с ограниченной ответственностью «СтройИнженеринг»;6670477470;Директор Шушарина Ольга Александровна;620142, Свердловская область, г. Екатеринбург, ул. Степана Разина, д. 107 Б, оф. 2;;o.stroyingen@mail.ru;+79827513629
Общество с ограниченной ответственностью «Гестор СТЗ»;6671093082;Директор Черноусова Ксения Николаевна;620014, Свердловская область, г. Екатеринбург, ул. Сакко и Ванцетти, д. 64, оф. 304;;ev.shtin@mail.ru;(343) 286-59-31
Федеральное государственное автономное образовательное учреждение высшего образования «Уральский федеральный университет имени первого Президента России Б.Н. Ельцина»;6660003190;Ректор Кокшаров Виктор Анатольевич;620002, Свердловская область, г. Екатеринбург, ул. Мира, 19;https://urfu.ru/;sti@urfu.ru;(343) 375-44-70
Общество с ограниченной ответственностью Строительная компания  «Спецстрой»;6671385173;Директор Жуков Станислав Дмитриевич;620146, Свердловская область, г. Екатеринбург, ул. Академика Бардина, д. 48А, кв. 199;;oooskspecstroy@mail.ru, garant-s80@mail.ru;8-904-984-32-84
Общество с ограниченной ответственностью «Система-2»;6686110911;Директор Треногин Алексей Викторович;620041, Свердловская область, г. Екатеринбург, ул. Кислородная, д. 8, пом. 1-16;;s2msk@mail.ru;(343) 211-02-49
Общество с ограниченной ответственностью «Промышленно-металлургический холдинг «Тагильская Сталь»;6623073424;Директор Устюжанинов Евгений Юрьевич;622001, Свердловская область, г. Нижний Тагил, ул. Красноармейская, д. 38;http://tagil-steel.ru;info@tagil-steel.ru;(3435) 495-717
Общество с ограниченной ответственностью «СпецСтройТЭК»;6685104471;Директор Панфёров Денис Анатольевич;620075, Свердловская область, г. Екатеринбург, ул. Малышева, д. 87, кв. 54;cctek.ru;info@cctek.ru;(343) 372-07-57
Общество с ограниченной ответственностью «АконсТранс»;6678097400;Генеральный директор Набойченко Игорь Олегович;620017, Свердловская область, г. Екатеринбург, проспект Космонавтов, д. 15 Ж, оф. 203;www.aconstrans.ru;kim@aconstrans.ru;(343) 295-68-41
Общество с ограниченной ответственностью «Сириус»;6658519519;Управляющий - индивидуальный предприниматель Евтеев Дмитрий Викторович;620109, Свердловская область, г. Екатеринбург, ул. Заводская, 45Д, пом. 32;;sirius@sirius96.ru;(343) 205-13-47
Общество с ограниченной ответственностью «Профит»;6658286656;Управляющий - индивидуальный предприниматель Тураева Елена Александровна;620010, Свердловская область, г. Екатеринбург, ул. Бородина, д. 15 Б, оф. 3;;ztn3t1@gmail.com;8-912-268-28-03
Открытое акционерное общество «Богословское рудоуправление»;6617002344;Директор Зубков Олег Александрович;624449, Свердловская область, г. Краснотурьинск, ул. Октябрьская, д. 28;www.bru.ugmk.com;sekretar@oao-bru.ru;(34384) 7-15-55
Общество с ограниченной ответственностью «Восток»;6671093974;Генеральный директор Тань Чжэнь;620016, Свердловская область, г. Екатеринбург, ул. Павла Шаманова, д.22, оф.314;;glavbuh_vostok@mail.ru;+79049834768
Православная религиозная организация Александро-Невский Ново-Тихвинский женский монастырь г. Екатеринбурга Екатеринбургской епархии Московского Патриархата Русской Православной Церкви;6661021498;Игумения Коробейникова Татьяна Викторовна;620144, Свердловская обл, г. Екатеринбург, ул. Зеленая роща, д. 1;http://www.sestry.ru;personal1@sestry.ru;(343) 257-41-00
Общество с ограниченной ответственностью «АкадемЛифт»;6658507016;Директор Хафизов Руслан Рафаильевич;620105, Свердловская область, г. Екатеринбург, ул. Вильгельма де Геннина, д. 39, пом. 1;www.akademlift.ru;akademlift@mail.ru;(343) 382-23-66
Закрытое акционерное общество «ЭнергоГазИнвест»;6671416512;Директор Богатырев Александр Леонидович;620149, Свердловская область, г. Екатеринбург, ул. Начдива Онуфриева, д. 6, корп. 2, оф. 63;;info@gazs.ru;(343) 385-13-04, 385-11-04
Общество с ограниченной ответственностью «Проектно-строительная компания Информат»;6685156617;Директор Ефремов Дмитрий Владимирович;620100, Свердловская область, г. Екатеринбург, километр Сибирский тракт 1, стр. 8Б, оф. 312;;edv.informat@gmail.com;+7-908-911-67-78
Общество с ограниченной ответственностью «РАЗУМ ГРУПП»;6686119047;Генеральный директор Копосов Павел Валерьевич;620039, Свердловская область, г. Екатеринбург, ул. Лукиных, стр. 20А, пом. 13;;razumgrupp@bk.ru;(343) 305-31-11
Общество с ограниченной ответственностью «Группа Компаний «Монолитное Домостроение»;6658523674;Директор Васильев Кирилл Сергеевич;620028, Свердловская область, г. Екатеринбург, ул. Татищева, д. 94, оф. 1;www.mon-dom.ru;so.mono@mail.ru;(343) 288-71-47
Общество с ограниченной ответственностью «Технадзор»;6670489476;Директор Падеренков Вячеслав Георгиевич;620078, Свердловская область, г. Екатеринбург, ул. Мира, д. 33, кв. 12;;a.mamina@prinzip.su, m.kashurina@prinzip.su;(343) 389-99-90
Закрытое акционерное общество Строительная компания «Астон»;6658194268;Директор Дроздов Константин Александрович;620077, Свердловская область, г. Екатеринбург, ул. Антона Валека, д. 18, оф. 24;www.astongroup.ru;info@astongroup.ru;(343) 383-64-81, 383-60-55
Закрытое акционерное общество «Фирма «ВИЗСТРОЙ»;6658014483;Генеральный директор Галушко Константин Викторович;620028, Свердловская область, г. Екатеринбург, ул. Токарей, д. 24;нет;;(343) 373-42-39
Общество с ограниченной ответственностью Универсально-Строительная Компания «ГЕНПЛАН»;6658300318;Директор Антропов Максим Евгеньевич;620028, Свердловская область, г. Екатеринбург, ул. Татищева, д. 100, оф. 8;;ANT-Maksim@yandex.ru, N-Myasoedova1@yandex.ru;(343) 251-53-62
Общество с ограниченной ответственностью «Управляющая компания «Главсредуралстрой»;6670065685;Генеральный директор Лукач Вадим Саулович;620062, Свердловская область, г. Екатеринбург, проспект Ленина, д. 85;www.sredural.ru;sugs@sredural.utk.ru;(343) 216-38-41, 263-77-12
Общество с ограниченной ответственностью «Гражданспецстрой»;6658200793;Директор Поминов Владимир Семёнович;620109, Свердловская область, г. Екатеринбург, ул. Шаумяна, д. 104, оф. 39;;lebedeva-a@list.ru, gss@k96.ru;(343) 254-73-31
Общество с ограниченной ответственностью «Кабельная арматура»;6661027813;Директор Злыгостев Владимир Викторович;454092, Челябинская область, г. Челябинск, ул. Кирова, д. 130, пом. 3;www.karm.ru;v.zlygostev@yandex.ru;(343) 212-50-44, 212-53-65
Общество с ограниченной ответственностью «Производственно-строительная фирма «Квадрострой»;6658083624;Генеральный директор Лебедев Борис Борисович;620014, Свердловская область, г. Екатеринбург, ул. 8 Марта, д. 7, оф. 7;;kvadrostroy@novator.ru;(343) 371-80-38
Общество с ограниченной ответственностью «Метрострой-Подземные технологии строительства»;6672149235;Директор Дозорец Юрий Иванович;620075, Свердловская обл., г. Екатеринбург, ул. Мамина- Сибиряка, д.101, 14 эт.;www.metropts.ru;fin@metropts.ru, metropts@r66.ru, po@metropts.ru;(343) 286-50-60
Общество с ограниченной ответственностью «Монтажно-строительное управление-95»;6660089863;Генеральный директор Морозов Вячеслав Николаевич;620041, Свердловская область, г. Екатеринбург, ул. Уральская, д. 57, корп. 1, кв. 85;www.msu-95.ru;;(343) 216-53-31, 216-53-32
Общество с ограниченной ответственностью «МЭМ»;6662116209;Директор Грехов Виталий Александрович;620085, Свердловская область, г. Екатеринбург, ул.Патрисы Лумумбы, д. 25, оф. 210;;memstroy@e-sky.ru, memstroy@yandex.ru, laminar@bk.ru;(343) 220-73-02, 269-62-36, 372-52-60
Общество с ограниченной ответственностью «ПМК-7»;6658207414;Директор Кузнецов Сергей Федорович;620028, Свердловская область, г. Екатеринбург, ул.Татищева, д. 90;;PMK.07@yandex, rupmk-7@uralweb.ru;(343) 381-57-51
Общество с ограниченной ответственностью «Ремонтно-строительное управление №1»;6658012310;Директор Коробкин Сергей Николаевич;620028, Свердловская область, г. Екатеринбург, ул. Репина, д. 5, С;;55544@e1.ru;(343) 246-55-71, 242-61-42, 232-40-96, 228-11-71(73, 74)
